YEAR,MO,DY,HR,T2M,PS,WS50M,WD50M,RH2M
2014,3,16,3,6.6,100.85,11.12,286.7,96.28
2014,3,16,4,6.25,100.84,11.03,286.6,96.59
2014,3,16,5,5.9,100.82,10.73,284.9,96.17
2014,3,16,6,5.65,100.8,10.45,282.1,95.89
2014,3,16,7,5.68,100.81,10.54,280.6,95.17
2014,3,16,8,5.99,100.83,10.58,279.8,94.2
2014,3,16,9,6.39,100.86,10.41,278.7,93.67
2014,3,16,10,7.2,100.85,10.35,278.5,91.92
2014,3,16,11,8.5,100.83,10.6,279.9,88.6
2014,3,16,12,9.6,100.79,10.97,281.5,85.99
2014,3,16,13,9.53,100.74,10.97,281.7,88.38
2014,3,16,14,9.22,100.68,10.54,280.2,91.29
2014,3,16,15,9.04,100.64,9.73,276.4,93.34
2014,3,16,16,8.93,100.62,9.26,273.3,95
2014,3,16,17,8.69,100.61,9.38,275,96.12
2014,3,16,18,8.36,100.62,9.29,277.5,96.85
2014,3,16,19,8.11,100.64,9.11,279.3,97.05
2014,3,16,20,7.85,100.65,8.86,279.6,97.28
2014,3,16,21,7.53,100.66,8.5,277.1,97.73
2014,3,16,22,7.42,100.64,8.63,275.9,97.36
2014,3,16,23,7.44,100.61,8.8,275.5,96.89
2014,3,17,0,7.48,100.58,9.49,278.7,96.29
2014,3,17,1,7.36,100.56,9.54,279,96.28
2014,3,17,2,7.13,100.53,9.38,279,96.67
2014,3,17,3,6.92,100.5,8.97,278.9,96.92
2014,3,17,4,6.68,100.48,8.73,278.6,97.2
2014,3,17,5,6.49,100.48,8.5,276.7,97.32
2014,3,17,6,6.38,100.48,8.22,275.1,97.4
2014,3,17,7,6.68,100.48,7.55,273,96.38
2014,3,17,8,7.14,100.48,7.53,273.4,94.34
2014,3,17,9,7.66,100.49,7.75,274.6,90.59
2014,3,17,10,8.24,100.48,7.74,273,86.04
2014,3,17,11,8.58,100.46,7.58,269.3,82.77
2014,3,17,12,8.81,100.43,7.85,266,80.76
2014,3,17,13,9.23,100.39,8.51,266.2,78.47
2014,3,17,14,9.23,100.33,8.45,267.4,78.56
2014,3,17,15,8.79,100.28,7.9,267.2,81.6
2014,3,17,16,8.18,100.26,7.18,263.4,86.5
2014,3,17,17,7.4,100.24,6.89,256.1,91.99
2014,3,17,18,6.78,100.23,6.83,249.3,95
2014,3,17,19,6.64,100.22,7.18,245.8,95.74
2014,3,17,20,6.6,100.2,7.42,244.3,96.32
2014,3,17,21,6.4,100.17,7.56,246.4,97.46
2014,3,17,22,5.94,100.13,7.44,246.5,99.71
2014,3,17,23,5.87,100.07,7.57,247.2,99.79
2014,3,18,0,5.86,100,7.38,246.4,99.44
2014,3,18,1,5.78,99.93,7.26,244.1,99.41
2014,3,18,2,5.81,99.87,7.35,243,98.97
2014,3,18,3,5.64,99.8,7.41,240,99.2
2014,3,18,4,5.45,99.74,7.53,235.4,99.22
2014,3,18,5,5.36,99.69,7.32,225.9,98.9
2014,3,18,6,5.25,99.63,7.23,215.3,98.53
2014,3,18,7,5.58,99.56,7.76,208.1,97.62
2014,3,18,8,6.63,99.48,9.72,216.3,95.6
2014,3,18,9,7.76,99.41,10.25,224.7,93.97
2014,3,18,10,8.57,99.36,12.51,245.3,90.88
2014,3,18,11,8.57,99.37,13.36,259.4,89.04
2014,3,18,12,8.78,99.37,14.01,263.1,87.07
2014,3,18,13,8.97,99.37,15.59,268.3,86.24
2014,3,18,14,8.98,99.43,16,276.7,86.51
2014,3,18,15,8.98,99.52,15.61,282.2,86.32
2014,3,18,16,8.67,99.63,15.05,283.4,87.81
2014,3,18,17,8.21,99.76,14.23,284.7,90.14
2014,3,18,18,7.81,99.87,13.54,284.5,91.52
2014,3,18,19,7.74,99.98,13.12,284.8,91
2014,3,18,20,7.41,100.06,12.27,283.7,90.98
2014,3,18,21,6.9,100.14,10.48,278,92.85
2014,3,18,22,6.58,100.17,9.31,267.2,94.45
2014,3,18,23,6.55,100.18,9.29,257.6,94.82
2014,3,19,0,6.46,100.19,9.36,251.6,95.92
2014,3,19,1,6.06,100.22,9.38,246.8,98.29
2014,3,19,2,6.31,100.24,9.36,243.6,97.46
2014,3,19,3,6.49,100.23,9.61,242.7,97.25
2014,3,19,4,6.75,100.23,10.18,243.3,96.49
2014,3,19,5,6.88,100.22,10.28,243.5,96.12
2014,3,19,6,6.98,100.24,10.36,244.6,94.99
2014,3,19,7,7.33,100.25,10.02,242.5,92.13
2014,3,19,8,7.91,100.25,9.48,234.1,89.75
2014,3,19,9,8.78,100.25,10.17,231.5,85.16
2014,3,19,10,9.98,100.24,10.97,234.6,78.54
2014,3,19,11,11.12,100.22,11.4,237.2,73.26
2014,3,19,12,11.96,100.19,11.74,238.4,70.76
2014,3,19,13,12.55,100.13,12.11,237.8,68.69
2014,3,19,14,12.54,100.06,12.32,235,68.57
2014,3,19,15,11.98,100,12.24,231.4,70.54
2014,3,19,16,10.99,99.96,12.05,227.5,75.16
2014,3,19,17,9.6,99.94,12.09,224.2,81.54
2014,3,19,18,8.3,99.95,12.2,221.3,88.01
2014,3,19,19,7.64,99.93,12.02,218.2,92.19
2014,3,19,20,7.5,99.91,11.98,215.6,93.36
2014,3,19,21,7.5,99.85,12.42,215.8,92.24
2014,3,19,22,7.26,99.78,12.59,215.6,91.04
2014,3,19,23,6.72,99.68,12.06,212.3,91.8
2014,3,20,0,6.07,99.57,11.6,207.7,93.7
2014,3,20,1,5.71,99.46,11.54,204.7,94.4
2014,3,20,2,5.64,99.35,12.03,204.5,93.88
2014,3,20,3,5.65,99.27,12.43,205.3,93.39
2014,3,20,4,5.71,99.21,12.6,204.4,93.47
2014,3,20,5,5.9,99.13,13.33,202.6,93.53
2014,3,20,6,6.31,99.02,14.19,201.6,92.64
2014,3,20,7,6.96,98.91,15.04,201.4,90.23
2014,3,20,8,7.65,98.81,15.6,202.4,87.33
2014,3,20,9,8.24,98.73,16.1,205.1,84.26
2014,3,20,10,8.89,98.63,16.08,205.8,80.96
2014,3,20,11,9.24,98.51,15.87,206.2,79.92
2014,3,20,12,9.31,98.41,15.8,207.6,81.06
2014,3,20,13,9.17,98.29,15.01,210.1,83.76
2014,3,20,14,8.99,98.17,13.61,215,87.14
2014,3,20,15,8.49,98.18,13.14,227.4,90.15
2014,3,20,16,7.53,98.23,11.29,238.7,91.91
2014,3,20,17,6.62,98.26,9.23,241.9,92.23
2014,3,20,18,5.86,98.3,9.26,237.7,92.33
2014,3,20,19,5.29,98.36,9.8,234.1,93.12
2014,3,20,20,4.92,98.42,10.17,234.8,93.8
2014,3,20,21,4.58,98.49,9.81,237.9,94.08
2014,3,20,22,4.13,98.54,9.46,243.8,93.7
2014,3,20,23,4.01,98.58,10.05,251.9,90.46
2014,3,21,0,3.68,98.62,10.06,255.5,89.46
2014,3,21,1,3.29,98.66,9.95,256.8,89.14
2014,3,21,2,3.1,98.68,10.16,259.7,88.5
2014,3,21,3,2.96,98.68,10.19,260.3,88.13
2014,3,21,4,2.6,98.68,9.55,254.3,89.56
2014,3,21,5,2.14,98.68,8.93,242.5,92.54
2014,3,21,6,2.3,98.68,8.6,230.3,93.24
2014,3,21,7,3.71,98.68,7.74,220,90.11
2014,3,21,8,5.27,98.69,8.44,222.4,85.58
2014,3,21,9,6.88,98.69,10.24,232.6,77.84
2014,3,21,10,7.79,98.7,10.69,234.4,72.39
2014,3,21,11,8.24,98.69,10.97,232.3,69.91
2014,3,21,12,8.56,98.67,11.31,230,68.11
2014,3,21,13,8.66,98.63,11.61,226.6,67.35
2014,3,21,14,8.47,98.57,11.69,221.3,68.46
2014,3,21,15,8.02,98.49,11.17,213.8,72.14
2014,3,21,16,7.31,98.4,10.7,205,77.96
2014,3,21,17,6.42,98.29,10.88,197.9,83.27
2014,3,21,18,5.7,98.19,11.35,192.7,86.58
2014,3,21,19,5.31,98.09,11.81,189.3,89.05
2014,3,21,20,5,97.99,11.75,186.4,91.43
2014,3,21,21,4.68,97.88,11.19,183.8,93.57
2014,3,21,22,4.43,97.76,10.61,183.4,95.11
2014,3,21,23,4.04,97.64,9.43,195.8,96.11
2014,3,22,0,3.31,97.66,9.82,236.8,95.36
2014,3,22,1,2.63,97.73,10.42,267.9,93.58
2014,3,22,2,2.1,97.79,9.37,271.2,92.85
2014,3,22,3,1.52,97.83,8.51,257.8,93.15
2014,3,22,4,1.04,97.85,7.75,243,94.54
2014,3,22,5,1.01,97.85,7.52,229,94.52
2014,3,22,6,1.21,97.85,7.39,215.7,94.1
2014,3,22,7,2,97.86,7.35,206.8,92.69
2014,3,22,8,3.04,97.86,8.16,208.1,89.58
2014,3,22,9,4.12,97.85,9.07,215.3,83.95
2014,3,22,10,5.1,97.83,9.4,218.6,78.55
2014,3,22,11,5.81,97.81,9.68,220.8,75.76
2014,3,22,12,6.01,97.8,10.06,224.2,75.89
2014,3,22,13,5.97,97.79,10.27,228.9,77.1
2014,3,22,14,5.91,97.8,10.14,236.8,78.6
2014,3,22,15,5.66,97.82,9.61,248.3,81.36
2014,3,22,16,5.22,97.89,8.73,260.6,86.06
2014,3,22,17,4.66,97.99,8.46,268.4,90.32
2014,3,22,18,4.12,98.09,8.48,270.9,92.76
2014,3,22,19,3.83,98.18,8.42,269.4,93.58
2014,3,22,20,3.69,98.25,9.19,268.9,92.41
2014,3,22,21,3.58,98.3,9.9,270.4,90.59
2014,3,22,22,3.42,98.33,9.93,267.9,90.64
2014,3,22,23,3.22,98.36,9.62,263.7,91.75
2014,3,23,0,3.13,98.37,9.36,260.3,92.97
2014,3,23,1,3.03,98.38,8.34,258.9,94.88
2014,3,23,2,3.05,98.4,7.81,264.6,96
2014,3,23,3,3.27,98.43,7.2,274.9,96.38
2014,3,23,4,3.62,98.48,8.18,293.6,95.87
2014,3,23,5,3.71,98.56,8.88,303.7,95.14
2014,3,23,6,3.56,98.66,8.81,306.2,94.65
2014,3,23,7,4.12,98.77,8.56,306.4,93.02
2014,3,23,8,4.72,98.88,9.09,308.5,90.76
2014,3,23,9,4.96,98.98,10.06,311.4,86.8
2014,3,23,10,5.28,99.08,10.29,312.2,83.01
2014,3,23,11,5.89,99.15,10.32,313,78.43
2014,3,23,12,6.28,99.21,10.3,313.9,75.22
2014,3,23,13,6.64,99.25,10.06,315.6,72.92
2014,3,23,14,6.79,99.29,9.43,317.2,71.88
2014,3,23,15,6.77,99.32,8.49,317.4,71.84
2014,3,23,16,6.38,99.38,7.51,313.3,74.67
2014,3,23,17,5.28,99.5,7.57,307.2,82.11
2014,3,23,18,3.79,99.64,8.31,308.3,88.49
2014,3,23,19,2.9,99.7,7.5,316.7,90.9
2014,3,23,20,1.88,99.7,5.76,327.6,93.2
2014,3,23,21,1.42,99.71,4.12,329.7,93.04
2014,3,23,22,1.49,99.75,2.93,322.8,90.26
2014,3,23,23,1.71,99.77,1.96,309,87.48
2014,3,24,0,1.9,99.77,0.84,285.2,84.93
2014,3,24,1,1.39,99.74,0.82,164.4,87.84
2014,3,24,2,0.35,99.73,2.11,151.1,93.65
2014,3,24,3,-0.82,99.72,3.21,151.5,100
2014,3,24,4,-1.56,99.71,4.29,152.1,100
2014,3,24,5,-1.98,99.69,5.4,151.8,100
2014,3,24,6,-1.02,99.69,6.34,151.7,100
2014,3,24,7,1.4,99.68,6.11,150.4,93.38
2014,3,24,8,3.34,99.68,6.25,148.5,86.86
2014,3,24,9,5.4,99.62,7.9,152.7,75.85
2014,3,24,10,6.64,99.55,9.22,152.4,67.44
2014,3,24,11,7.55,99.46,10.35,153.6,61.93
2014,3,24,12,8.22,99.38,11.18,155.8,58.82
2014,3,24,13,8.64,99.28,11.72,156.7,57.68
2014,3,24,14,8.76,99.19,12.04,156.9,58.56
2014,3,24,15,8.53,99.12,12.07,157.6,60.73
2014,3,24,16,7.78,99.07,11.72,157.7,65.67
2014,3,24,17,6.61,99.04,11.56,155.5,72.92
2014,3,24,18,5.47,99.02,11.85,152.5,78.71
2014,3,24,19,4.74,99,11.95,150.1,82.62
2014,3,24,20,4.17,98.96,11.68,147.8,86.33
2014,3,24,21,3.85,98.93,11.77,146.6,89.06
2014,3,24,22,3.84,98.89,12.11,147.5,90.27
2014,3,24,23,3.72,98.85,11.73,146.7,92.18
2014,3,25,0,3.7,98.81,11.27,148.1,93.86
2014,3,25,1,3.75,98.78,10.13,150.6,94.89
2014,3,25,2,3.69,98.78,8.64,153.8,96.08
2014,3,25,3,3.6,98.79,7.06,157.8,97.1
2014,3,25,4,3.54,98.82,5.67,160.7,97.54
2014,3,25,5,3.44,98.87,4.33,168.8,97.88
2014,3,25,6,3.71,98.93,2.97,166.6,97.08
2014,3,25,7,4.74,99,1.83,152.3,94.99
2014,3,25,8,5.67,99.09,1.03,84.5,90.33
2014,3,25,9,6.31,99.16,2.31,47.3,87.47
2014,3,25,10,6.43,99.23,3.3,46.6,86.65
2014,3,25,11,6.44,99.32,3.8,50.4,86.33
2014,3,25,12,6.65,99.4,3.91,56.3,85.32
2014,3,25,13,6.74,99.47,3.66,60.1,84.37
2014,3,25,14,6.8,99.53,3.19,57.8,83.91
2014,3,25,15,6.76,99.6,2.8,48,84.37
2014,3,25,16,6.49,99.7,2.8,33.6,87.52
2014,3,25,17,5.8,99.82,3.26,26.6,93.29
2014,3,25,18,4.96,99.93,3.82,31.7,95.15
2014,3,25,19,4.67,100.03,4.07,45.2,94.95
2014,3,25,20,4.22,100.11,4.19,61.8,94.97
2014,3,25,21,3.58,100.18,4.33,74.3,95.37
2014,3,25,22,3.15,100.25,4.62,84.2,95.86
2014,3,25,23,2.75,100.3,4.74,88.4,96.31
2014,3,26,0,2.28,100.36,4.76,87.3,97.41
2014,3,26,1,1.64,100.41,4.64,82.1,98.52
2014,3,26,2,0.96,100.43,4.35,73.4,99.57
2014,3,26,3,0.64,100.45,4.17,63.1,99.4
2014,3,26,4,0.45,100.47,4.01,55.5,99.52
2014,3,26,5,0.53,100.49,4.09,49.9,99.21
2014,3,26,6,0.79,100.52,4.17,46.4,98.89
2014,3,26,7,1.77,100.55,3.76,38.6,97.06
2014,3,26,8,3.27,100.57,4.33,31.6,92.24
2014,3,26,9,5.34,100.54,5.07,28.2,79.93
2014,3,26,10,6.49,100.52,5.35,23.4,71.47
2014,3,26,11,6.92,100.49,5.62,20.6,68.4
2014,3,26,12,6.97,100.45,5.8,18.1,67.97
2014,3,26,13,7.15,100.39,6.11,18.2,67.09
2014,3,26,14,7.16,100.31,6.43,18.7,66.36
2014,3,26,15,6.76,100.25,6.71,18.5,67.68
2014,3,26,16,5.93,100.21,6.23,17.1,73.88
2014,3,26,17,4.91,100.18,5.74,11.8,82.98
2014,3,26,18,3.71,100.15,5.74,5.8,89.04
2014,3,26,19,3.27,100.11,5.98,0.7,90.36
2014,3,26,20,3.04,100.05,6.06,357.4,91.79
2014,3,26,21,2.83,99.97,5.83,355.4,93.95
2014,3,26,22,2.62,99.89,5.3,356.4,95.72
2014,3,26,23,2.44,99.8,4.63,2.1,97.09
2014,3,27,0,2.29,99.73,4,18.5,97.84
2014,3,27,1,2.17,99.68,3.48,46.4,98.41
2014,3,27,2,2.18,99.67,3.91,82.8,98.33
2014,3,27,3,2.29,99.67,5.09,105.3,98
2014,3,27,4,2.36,99.7,6.06,113.5,97.54
2014,3,27,5,2.24,99.74,6.72,114.9,97.53
2014,3,27,6,2.21,99.8,7.4,115.3,97.14
2014,3,27,7,2.53,99.88,8.05,115.9,95.02
2014,3,27,8,3.39,99.95,8.49,112.6,90.08
2014,3,27,9,4.66,99.99,8.53,108.3,82.23
2014,3,27,10,5.89,100,8.3,103,74.63
2014,3,27,11,6.74,99.99,8.2,96.6,71.5
2014,3,27,12,7.11,99.98,8.24,91.5,70.81
2014,3,27,13,7.31,99.95,8.1,87.4,70.29
2014,3,27,14,7.28,99.93,7.68,83.3,71.36
2014,3,27,15,6.98,99.9,7.01,77.9,74.9
2014,3,27,16,6.34,99.89,6.41,71.3,81.6
2014,3,27,17,5.34,99.9,6.24,66.5,90.32
2014,3,27,18,4.4,99.92,6.57,67.1,95.13
2014,3,27,19,4.1,99.95,6.94,71.9,96.6
2014,3,27,20,3.93,99.98,7.15,76.2,97.19
2014,3,27,21,3.84,100.01,7.19,79.9,97.25
2014,3,27,22,3.79,100.02,7.09,80,97.01
2014,3,27,23,3.73,100.03,6.95,75.3,96.82
2014,3,28,0,3.73,100.02,6.87,70,96.62
2014,3,28,1,3.6,100.03,6.93,67,96.5
2014,3,28,2,3.38,100.03,6.98,65.5,96.58
2014,3,28,3,3.34,100.02,7.08,65.9,96.64
2014,3,28,4,3.51,100.03,7.21,69.8,96.71
2014,3,28,5,3.84,100.04,7.39,74.8,96.69
2014,3,28,6,4.36,100.08,7.23,77.8,96.32
2014,3,28,7,5,100.14,6.99,79,95.64
2014,3,28,8,5.65,100.18,7.08,81.1,93.55
2014,3,28,9,6.35,100.22,7.33,83.4,91
2014,3,28,10,7.53,100.23,7.77,89.2,85.62
2014,3,28,11,8.68,100.23,7.82,91.7,79.17
2014,3,28,12,9.21,100.22,7.8,92.7,75.14
2014,3,28,13,9.4,100.2,7.62,92.5,73.49
2014,3,28,14,9.54,100.16,7.49,90.2,73.59
2014,3,28,15,9.58,100.13,7.72,88.3,74.3
2014,3,28,16,9.07,100.12,7.71,85.7,78.14
2014,3,28,17,7.98,100.12,7.76,81.2,85.48
2014,3,28,18,6.72,100.15,8.4,79.2,91.09
2014,3,28,19,6.28,100.21,8.61,79.7,93.61
2014,3,28,20,5.86,100.23,8.23,80.5,95.7
2014,3,28,21,5.58,100.23,7.89,80.2,96.52
2014,3,28,22,5.39,100.2,7.78,79.2,97.06
2014,3,28,23,5.19,100.16,7.69,78.4,97.47
2014,3,29,0,5.04,100.11,7.59,79.7,97.54
2014,3,29,1,4.97,100.08,7.34,83.8,97.61
2014,3,29,2,4.91,100.05,7,89,97.63
2014,3,29,3,4.88,100.04,6.99,91,97.45
2014,3,29,4,4.76,100.02,7.27,90.9,97.14
2014,3,29,5,4.68,100.01,7.22,87.4,97.49
2014,3,29,6,4.82,100.04,7.49,90.9,97.31
2014,3,29,7,5.5,100.05,8.14,96.1,96.18
2014,3,29,8,6.63,100.04,8.37,96,94.01
2014,3,29,9,8.28,100.04,9.21,98.3,89.81
2014,3,29,10,10.58,100.01,10.08,105.4,80.79
2014,3,29,11,12.65,99.98,10.62,112.6,70.42
2014,3,29,12,13.68,99.94,10.74,115.1,65
2014,3,29,13,14.05,99.89,10.67,113.2,63.52
2014,3,29,14,14.2,99.85,10.65,110.4,63.47
2014,3,29,15,14.02,99.81,10.45,105.8,65.39
2014,3,29,16,13.25,99.78,10.58,100,70.4
2014,3,29,17,11.72,99.78,11.15,97.9,76.69
2014,3,29,18,9.75,99.82,10.94,95.1,84.97
2014,3,29,19,8.24,99.86,10.37,92.7,91.94
2014,3,29,20,7.33,99.86,9.82,94.3,95.19
2014,3,29,21,6.86,99.86,9.48,98.3,96.06
2014,3,29,22,6.42,99.85,9.05,98.8,96.85
2014,3,29,23,6.21,99.83,8.69,99.3,96.39
2014,3,30,0,6.14,99.8,8.18,101.4,96.33
2014,3,30,1,6.06,99.77,7.64,98.3,96.5
2014,3,30,2,5.99,99.75,7.45,96.9,96.77
2014,3,30,3,5.87,99.73,7.15,96.1,97.22
2014,3,30,4,5.76,99.73,6.92,94.4,97.61
2014,3,30,5,5.75,99.73,6.78,94.7,97.34
2014,3,30,6,6.14,99.76,6.79,98,96.29
2014,3,30,7,7.33,99.79,6.59,101.9,92.79
2014,3,30,8,9.11,99.82,6.25,103.1,87.33
2014,3,30,9,11.2,99.84,6.3,108.3,80.5
2014,3,30,10,12.39,99.84,6.02,107.4,78.73
2014,3,30,11,13.04,99.83,5.99,103.2,77.76
2014,3,30,12,13.55,99.79,6.28,97.6,76.92
2014,3,30,13,14.13,99.74,6.69,98.4,74.14
2014,3,30,14,14.46,99.71,6.99,104.3,72.46
2014,3,30,15,14.29,99.69,7,107.3,73.54
2014,3,30,16,13.71,99.69,6.44,102.8,79.19
2014,3,30,17,12.14,99.7,6.73,93.4,87.77
2014,3,30,18,10.2,99.75,7.67,91.2,92.48
2014,3,30,19,9.28,99.78,8,93.9,93.65
2014,3,30,20,8.59,99.82,7.93,97.3,94.45
2014,3,30,21,8.21,99.83,8.05,101.3,94.44
2014,3,30,22,7.83,99.83,8.1,102.3,95.26
2014,3,30,23,7.33,99.81,7.99,102.9,97.16
2014,3,31,0,6.95,99.79,7.77,103.5,98.43
2014,3,31,1,6.59,99.77,7.41,103.7,99.07
2014,3,31,2,6.52,99.74,7.04,106,97.89
2014,3,31,3,6.27,99.74,6.35,105.7,97.92
2014,3,31,4,6.12,99.73,5.79,105.3,97.41
2014,3,31,5,6.07,99.74,5.45,106.5,97.59
2014,3,31,6,6.35,99.76,5.34,106.4,96.57
2014,3,31,7,7.31,99.78,5.2,106.4,94.15
2014,3,31,8,8.74,99.8,5.46,108,89.95
2014,3,31,9,10.54,99.82,5.74,112.6,84.97
2014,3,31,10,12.34,99.81,5.98,120.6,78.63
2014,3,31,11,13.76,99.78,5.95,127.4,73.55
2014,3,31,12,14.58,99.72,5.7,130.4,71.42
2014,3,31,13,14.99,99.66,5.58,131,71.01
2014,3,31,14,15.03,99.61,5.74,130.9,71.81
2014,3,31,15,14.75,99.56,6,130.9,74.5
2014,3,31,16,14.06,99.53,5.81,129.3,81.13
2014,3,31,17,12.61,99.53,6.17,128.2,89.83
2014,3,31,18,11.4,99.54,6.75,129.6,94.02
2014,3,31,19,10.93,99.55,6.62,131.8,96.04
2014,3,31,20,10.69,99.56,6.13,136.5,97.1
2014,3,31,21,10.4,99.55,5.51,144.2,97.73
2014,3,31,22,9.97,99.54,5,154.9,98.38
2014,3,31,23,9.32,99.52,4.54,166.9,99.24
2014,4,1,0,8.64,99.51,4,181.7,99.92
2014,4,1,1,8.19,99.49,3.5,200.4,99.8
2014,4,1,2,8.04,99.49,3.06,219.4,99.2
2014,4,1,3,7.7,99.48,3,242.8,98.95
2014,4,1,4,7.13,99.49,3.19,261.7,99.12
2014,4,1,5,6.5,99.51,3.5,276.2,99.93
2014,4,1,6,7.15,99.55,3.66,286.5,99.05
2014,4,1,7,8.6,99.57,3.13,293.8,96
2014,4,1,8,9.73,99.61,2.6,292.6,90.04
2014,4,1,9,10.75,99.62,2.28,280.6,83.49
2014,4,1,10,11.74,99.62,2.1,269.7,76.92
2014,4,1,11,12.61,99.6,1.99,261.3,70.56
2014,4,1,12,13.24,99.57,1.8,262,66.54
2014,4,1,13,13.69,99.5,1.4,274.9,63.46
2014,4,1,14,13.86,99.44,0.83,313.5,61.92
2014,4,1,15,13.75,99.38,0.89,25.4,61.42
2014,4,1,16,13.32,99.36,1.47,60.3,63.56
2014,4,1,17,12.2,99.37,2.17,70.9,76.78
2014,4,1,18,9.98,99.39,3.14,77.1,82.27
2014,4,1,19,8.77,99.4,4.24,81.7,85.34
2014,4,1,20,8.13,99.39,5.4,83.1,87.51
2014,4,1,21,7.64,99.37,6.55,86.7,89.25
2014,4,1,22,7.41,99.34,7.36,93,90.95
2014,4,1,23,7.2,99.31,7.72,98,93.01
2014,4,2,0,6.89,99.28,7.89,100.6,95.46
2014,4,2,1,6.97,99.25,7.7,101.9,95.7
2014,4,2,2,6.84,99.22,7.24,100.1,96.54
2014,4,2,3,6.65,99.18,7.31,93,97.28
2014,4,2,4,6.53,99.15,8.05,94.1,97.56
2014,4,2,5,6.44,99.12,8.67,96.8,97.32
2014,4,2,6,6.58,99.09,9.11,99.1,96.52
2014,4,2,7,7.11,99.07,9.54,99,94.62
2014,4,2,8,8.06,99.06,10.01,99.3,91.3
2014,4,2,9,9.03,99.04,10.4,100.2,88.63
2014,4,2,10,10.45,99.01,10.77,104.1,83.91
2014,4,2,11,11.53,98.96,10.62,107.8,80.85
2014,4,2,12,11.94,98.92,10.25,110.7,80.57
2014,4,2,13,11.88,98.89,9.68,110.9,82.9
2014,4,2,14,11.69,98.84,9.12,106.4,85.86
2014,4,2,15,11.3,98.79,9.12,97.8,88.41
2014,4,2,16,10.88,98.72,9.82,91.2,89.76
2014,4,2,17,10.14,98.7,10.24,90.4,90.86
2014,4,2,18,9.07,98.72,10.57,92,92.61
2014,4,2,19,8.21,98.75,10.23,94.5,94.14
2014,4,2,20,7.59,98.76,9.9,97.7,95.2
2014,4,2,21,7.18,98.77,10.36,102.4,95.27
2014,4,2,22,6.86,98.75,9.87,100.4,95.62
2014,4,2,23,6.6,98.71,9.72,99.5,96.18
2014,4,3,0,6.34,98.67,9.05,94.9,96.72
2014,4,3,1,6.07,98.62,8.26,90.5,97.33
2014,4,3,2,5.94,98.6,7.8,89.6,97.51
2014,4,3,3,5.97,98.58,7.44,88.7,97.29
2014,4,3,4,6.01,98.57,7.02,87.6,97.35
2014,4,3,5,6.03,98.59,6.72,86.7,97.23
2014,4,3,6,6.18,98.62,7.01,88.9,96.59
2014,4,3,7,6.55,98.65,7.06,92.4,95.65
2014,4,3,8,7.25,98.69,6.44,91.5,94.58
2014,4,3,9,8.16,98.71,6.28,92.9,92.98
2014,4,3,10,9.66,98.72,6.32,96.5,89.26
2014,4,3,11,11.04,98.7,6.1,96.6,85.45
2014,4,3,12,12.49,98.68,5.78,97.1,81.21
2014,4,3,13,13.38,98.65,5.38,96.2,78.64
2014,4,3,14,13.28,98.64,5.07,92,79.55
2014,4,3,15,12.62,98.65,4.63,83.8,83.93
2014,4,3,16,11.71,98.67,4.68,74.6,89.82
2014,4,3,17,10.58,98.7,5.29,70.9,93.4
2014,4,3,18,9.54,98.73,6.02,70.3,95.29
2014,4,3,19,8.84,98.78,6.47,72.7,95.92
2014,4,3,20,8.27,98.8,6.32,72.9,96.26
2014,4,3,21,7.77,98.82,6.13,70.6,96.48
2014,4,3,22,7.39,98.82,5.69,66.8,96.41
2014,4,3,23,7.12,98.81,4.9,61.5,96.48
2014,4,4,0,6.93,98.8,4.08,56.2,96.48
2014,4,4,1,6.8,98.8,3.25,50,96.71
2014,4,4,2,6.69,98.82,2.4,38.7,96.82
2014,4,4,3,6.7,98.84,1.58,16.6,97.25
2014,4,4,4,6.71,98.86,1.34,329.6,97.05
2014,4,4,5,6.65,98.89,2.32,293.7,96.67
2014,4,4,6,7.03,98.93,3.46,282.5,96.73
2014,4,4,7,7.74,98.99,4.24,279.4,95.34
2014,4,4,8,8.59,99.05,4.77,277.6,94.29
2014,4,4,9,9.56,99.1,5.16,276.1,91.8
2014,4,4,10,10.61,99.13,5.15,275.5,87.45
2014,4,4,11,11.53,99.16,4.81,271.3,82.29
2014,4,4,12,12.01,99.18,4.47,261.4,78.95
2014,4,4,13,12.53,99.19,4.47,254.2,75.43
2014,4,4,14,12.75,99.19,4.51,251,73.06
2014,4,4,15,12.54,99.21,4.41,250.7,73.43
2014,4,4,16,12.03,99.22,4.16,252.8,76.96
2014,4,4,17,11.11,99.25,3.98,256.8,85.41
2014,4,4,18,9.69,99.29,4.16,256,91.57
2014,4,4,19,8.58,99.34,4.28,249.3,93.07
2014,4,4,20,7.63,99.39,4.2,239,95.69
2014,4,4,21,6.51,99.42,4.18,224.5,99.44
2014,4,4,22,5.58,99.44,4.24,208.1,100
2014,4,4,23,4.87,99.44,4.71,190.5,100
2014,4,5,0,4.66,99.43,5.65,178.7,100
2014,4,5,1,4.89,99.42,6.67,173.9,100
2014,4,5,2,5.36,99.4,7.26,172.4,99.86
2014,4,5,3,5.72,99.38,7.27,170.3,97.89
2014,4,5,4,5.98,99.36,7.34,168.8,96.8
2014,4,5,5,6.21,99.35,7.73,170.8,96.1
2014,4,5,6,6.6,99.37,7.85,172.9,95.84
2014,4,5,7,7.52,99.37,8.57,179.4,94.41
2014,4,5,8,8.75,99.37,8.25,182.2,92.17
